what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334530430035
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334530431308
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334530432349
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334530433593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530436778
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530443779
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334530452583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530455125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530458743
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530460769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530463170
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.ExpressionView",1334530464657
activated,view,org.eclipse.dltk.debug.ui,3.0.0.v20110423,"org.eclipse.dltk.debug.ui.ScriptDisplayView",1334530465227
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334530470143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530473364
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530480242
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334530489960
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530491976
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530508717
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334530514760
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530517193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530520627
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334530524526
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334530525224
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334530525645
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334530526103
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334530526528
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334530527159
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334530527717
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334530528429
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334530528949
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334530531551
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1334530533310
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1334530533696
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1334530534330
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334530539885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334530546208
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530548317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530562451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530611498
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530614587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530615195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530627474
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530628236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530661032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530662679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530663990
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334530664279
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1334530664892
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1334530664894
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110819-0851,"org.eclipse.pde.runtime",1334530664895
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1334530664896
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1334530664898
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1334530664899
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1334530665050
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1334530665050
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1334530665154
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1334530665288
